move_number,start_eval,end_eval,delta_eval,move_quality,time_per_move,accuracy_score,blunder_risk,flag1,flag2,flag3,last_elo,phase_Endgame,phase_Middlegame,phase_Opening
20,-4.32,-5.0,-1.78,Blunder,5.96,3.22,1.44,0,1,0,445.87,True,False,False
21,-5.0,-5.0,0.0,Perfect,3.64,6.0,0.05,0,0,0,436.38,True,False,False
22,-5.0,-5.0,-1.16,Inaccuracy,2.89,3.86,1.04,1,0,0,439.9,True,False,False
23,-5.0,-4.95,0.05,Perfect,1.23,6.0,0.38,0,0,0,435.84,True,False,False
24,-4.95,-5.0,-0.08,Perfect,0.83,4.92,0.28,0,1,0,441.81,True,False,False
25,-5.0,-4.93,0.07,Perfect,1.65,5.42,0.07,0,0,0,446.58,True,False,False
1,-0.05,-0.09,-0.04,Perfect,0.78,6.0,0.23,0,0,0,1060.24,False,False,True
2,-0.09,-0.09,-0.0,Perfect,0.59,6.0,0.19,0,0,0,1063.88,False,False,True
3,-0.09,2.67,2.76,Blunder,1.46,0.0,2.0,0,0,0,1066.77,False,False,True
4,2.67,5.0,2.38,Blunder,3.51,1.17,2.0,0,0,0,1062.52,False,False,True
5,5.0,5.0,0.28,Good,1.47,5.73,0.12,0,0,1,1050.4,False,False,True
6,5.0,5.0,0.07,Perfect,0.48,5.75,0.1,0,1,0,1052.75,False,False,True
7,5.0,5.0,0.01,Perfect,1.29,6.0,0.31,0,1,0,1057.42,False,False,True
8,5.0,5.0,0.04,Perfect,0.52,5.66,0.27,0,0,0,1061.8,False,False,True
9,5.0,5.0,0.16,Perfect,1.91,5.39,0.01,0,0,0,1066.66,False,False,True
10,5.0,4.96,-0.04,Perfect,0.6,6.0,0.23,0,0,0,1072.29,False,False,True
11,4.96,4.98,0.02,Perfect,2.66,5.6,0.15,0,0,0,1075.73,False,True,False
12,4.98,4.13,-0.85,Inaccuracy,5.63,4.3,0.52,0,0,0,1080.5,False,True,False
13,4.13,4.97,0.84,Inaccuracy,2.49,4.83,0.76,0,0,0,1078.03,False,True,False
14,4.97,4.85,-0.11,Perfect,3.34,5.99,0.15,0,1,0,1075.53,False,True,False
15,4.85,4.34,-0.51,Inaccuracy,5.57,5.29,0.15,0,0,0,1080.95,False,True,False
16,4.34,4.34,0.0,Perfect,1.49,6.0,0.03,0,0,0,1077.05,False,True,False
17,4.34,4.43,0.09,Perfect,4.45,6.0,0.27,0,0,0,1082.95,False,True,False
18,4.43,3.03,-1.4,Blunder,2.31,2.66,0.9,0,0,0,1087.92,False,True,False
19,3.03,2.92,-0.11,Perfect,2.29,5.72,0.19,0,0,0,1080.37,False,True,False
20,2.92,3.03,0.11,Perfect,1.41,5.27,0.34,0,0,0,1085.15,False,True,False
21,3.03,2.92,-0.1,Perfect,2.8,6.0,0.03,0,1,0,1090.74,False,True,False
22,2.92,2.85,-0.07,Perfect,3.02,6.0,0.3,0,0,0,1096.22,False,True,False
23,2.85,2.76,-0.09,Perfect,5.33,4.97,0.29,1,0,0,1100.45,False,True,False
24,2.76,2.85,0.08,Perfect,4.21,5.05,0.19,0,0,0,1105.31,False,True,False
25,2.85,2.85,0.01,Perfect,1.77,6.0,0.24,0,0,0,1108.95,False,True,False
26,2.85,2.68,-0.17,Perfect,5.3,5.73,0.23,0,0,0,1113.74,False,True,False
27,2.68,4.55,1.86,Blunder,6.8,2.37,1.72,0,0,0,1119.85,False,True,False
28,4.55,4.51,-0.03,Perfect,4.76,5.45,0.24,0,0,0,1109.74,False,True,False
29,4.51,4.98,0.47,Good,5.42,5.96,0.31,1,0,0,1115.03,False,True,False
30,4.98,4.86,-0.12,Perfect,3.04,5.9,0.37,0,0,0,1116.73,False,True,False
31,4.86,5.0,2.55,Blunder,6.57,1.0,2.0,0,0,0,1120.99,False,True,False
32,5.0,5.0,0.11,Perfect,1.3,5.96,0.17,1,0,0,1108.22,False,True,False
33,5.0,5.0,1.66,Blunder,3.05,2.38,1.39,1,0,0,1113.61,False,True,False
34,5.0,5.0,0.03,Perfect,4.62,5.44,0.37,0,0,0,1105.64,False,True,False
35,5.0,4.87,-0.13,Perfect,2.33,6.0,0.21,0,0,0,1110.12,False,True,False
36,4.87,4.96,0.09,Perfect,5.37,6.0,0.36,0,0,0,1116.09,False,True,False
37,4.96,4.97,0.01,Perfect,4.16,6.0,0.17,1,1,0,1120.35,False,True,False
38,4.97,4.99,0.02,Perfect,5.4,5.85,0.02,1,0,0,1125.43,False,True,False
39,4.99,4.98,-0.01,Perfect,4.4,6.0,0.15,0,0,0,1129.01,False,True,False
40,4.98,4.96,-0.02,Perfect,2.08,5.01,0.13,0,0,0,1133.74,False,True,False
41,4.96,2.88,-2.08,Blunder,2.24,1.82,1.7,1,0,0,1136.94,True,False,False
42,2.88,0.68,-2.19,Blunder,4.23,2.21,1.65,0,0,0,1122.11,True,False,False
43,0.68,2.75,2.06,Blunder,2.81,1.7,1.84,0,0,0,1108.97,True,False,False
44,2.75,2.76,0.01,Perfect,4.05,5.71,0.16,1,1,0,1097.6,True,False,False
45,2.76,2.76,-0.0,Perfect,3.52,4.92,0.21,0,0,0,1102.43,True,False,False
46,2.76,2.8,0.04,Perfect,0.7,4.99,0.36,0,0,0,1107.95,True,False,False
47,2.8,1.33,-1.47,Blunder,2.78,2.31,1.3,0,0,0,1111.84,True,False,False
48,1.33,-1.24,-2.57,Blunder,5.09,1.17,2.0,0,0,0,1101.68,True,False,False
49,-1.24,-1.25,-0.01,Perfect,0.72,5.44,0.02,0,0,0,1086.88,True,False,False
50,-1.25,-1.83,-0.57,Inaccuracy,1.08,5.04,0.36,0,1,0,1093.09,True,False,False
51,-1.83,-1.84,-0.02,Perfect,0.95,5.83,0.29,0,0,0,1088.8,True,False,False
52,-1.84,-1.95,-0.1,Perfect,0.35,6.0,0.26,0,0,0,1093.21,True,False,False
53,-1.95,-2.0,-0.06,Perfect,1.87,5.11,0.15,0,0,0,1097.73,True,False,False
54,-2.0,-4.28,-2.28,Blunder,2.27,2.95,1.76,1,0,0,1102.49,True,False,False
1,0.39,-1.06,-1.45,Blunder,2.57,2.62,1.18,0,0,0,1806.97,False,False,True
2,-1.06,-1.0,0.06,Perfect,0.55,6.0,0.32,0,0,0,1799.96,False,False,True
3,-1.0,0.48,1.48,Blunder,1.94,3.4,1.0,0,0,0,1802.51,False,False,True
4,0.48,0.51,0.03,Perfect,0.85,6.0,0.31,0,0,0,1796.67,False,False,True
5,0.51,0.66,0.15,Perfect,0.61,4.96,0.14,0,0,0,1799.63,False,False,True
6,0.66,0.6,-0.06,Perfect,2.07,5.33,0.19,1,0,0,1802.81,False,False,True
7,0.6,0.57,-0.02,Perfect,1.32,6.0,0.23,0,1,0,1805.03,False,False,True
8,0.57,0.65,0.08,Perfect,1.4,5.2,0.05,0,1,0,1807.36,False,False,True
9,0.65,-1.32,-1.98,Blunder,0.66,2.16,1.5,0,0,0,1810.95,False,False,True
10,-1.32,1.05,2.37,Blunder,1.25,2.55,2.0,0,0,0,1803.88,False,False,True
11,1.05,0.97,-0.08,Perfect,3.97,6.0,0.13,0,0,0,1798.48,False,True,False
12,0.97,0.97,0.0,Perfect,2.18,5.94,0.13,0,1,0,1800.62,False,True,False
13,0.97,1.29,0.32,Good,5.66,4.63,0.34,1,0,0,1803.08,False,True,False
14,1.29,1.37,0.08,Perfect,4.78,5.21,0.11,0,0,0,1804.56,False,True,False
15,1.37,1.33,-0.04,Perfect,1.85,6.0,0.2,0,1,0,1808.38,False,True,False
16,1.33,1.56,0.24,Good,4.49,5.31,0.23,0,0,0,1811.07,False,True,False
17,1.56,1.77,0.21,Good,2.93,5.43,0.08,0,1,0,1811.69,False,True,False
18,1.77,1.39,-0.38,Good,3.83,4.7,0.29,0,0,0,1812.76,False,True,False
19,1.39,1.38,-0.01,Perfect,3.33,6.0,0.4,1,0,0,1813.48,False,True,False
20,1.38,1.23,-0.15,Perfect,2.35,5.62,0.11,0,0,0,1816.52,False,True,False
21,1.23,1.22,-0.01,Perfect,3.28,6.0,0.15,0,0,0,1818.83,False,True,False
22,1.22,1.23,0.01,Perfect,3.96,6.0,0.01,1,0,0,1821.36,False,True,False
23,1.23,1.25,0.02,Perfect,2.89,6.0,0.08,0,1,0,1824.46,False,True,False
24,1.25,-0.82,-2.07,Blunder,7.0,1.5,1.82,0,0,0,1828.38,False,True,False
25,-0.82,-0.96,-0.14,Perfect,2.95,6.0,0.31,0,0,0,1822.58,False,True,False
26,-0.96,-0.9,0.06,Perfect,3.65,6.0,0.04,1,0,0,1825.81,False,True,False
27,-0.9,-0.93,-0.03,Perfect,3.03,6.0,0.08,0,0,0,1828.49,False,True,False
28,-0.93,-0.85,0.08,Perfect,1.34,4.77,0.37,0,0,0,1831.68,False,True,False
29,-0.85,-0.88,-0.02,Perfect,3.87,6.0,0.12,0,0,0,1833.83,False,True,False
30,-0.88,-0.8,0.08,Perfect,5.3,5.99,0.4,0,0,0,1837.13,False,True,False
31,-0.8,-0.82,-0.03,Perfect,3.1,5.07,0.2,0,0,0,1840.94,False,True,False
32,-0.82,-0.76,0.07,Perfect,3.08,5.68,0.26,0,0,0,1844.0,False,True,False
33,-0.76,-0.76,-0.01,Perfect,2.59,5.79,0.05,0,0,0,1847.12,False,True,False
34,-0.76,-3.2,-2.44,Blunder,7.0,2.45,2.0,0,0,0,1849.53,False,True,False
35,-3.2,-5.0,-2.16,Blunder,3.99,1.86,1.67,0,1,0,1845.47,False,True,False
36,-5.0,-5.0,-0.12,Perfect,2.88,5.49,0.17,0,0,0,1833.17,False,True,False
37,-5.0,-4.98,0.02,Perfect,2.54,6.0,0.26,0,0,0,1839.06,True,False,False
38,-4.98,-4.63,0.35,Good,4.52,5.29,0.17,0,0,0,1843.41,True,False,False
39,-4.63,-4.68,-0.05,Perfect,2.96,5.63,0.4,0,0,0,1844.9,True,False,False
40,-4.68,-5.0,-2.74,Blunder,7.0,0.14,2.0,0,0,0,1850.3,True,False,False
41,-5.0,-5.0,-0.05,Perfect,1.59,6.0,0.11,0,0,0,1833.89,True,False,False
42,-5.0,-5.0,-0.03,Perfect,1.17,5.2,0.3,0,0,0,1839.89,True,False,False
43,-5.0,-5.0,-2.0,Blunder,1.05,3.14,1.76,0,0,0,1845.92,True,False,False
44,-5.0,-5.0,-0.03,Perfect,2.16,5.58,0.02,0,0,0,1835.4,True,False,False
45,-5.0,-5.0,0.0,Perfect,1.61,6.0,0.03,0,0,0,1840.73,True,False,False
46,-5.0,-4.95,0.05,Perfect,0.73,5.09,0.36,0,0,0,1846.86,True,False,False
47,-4.95,-4.96,-0.01,Perfect,2.33,5.94,0.12,0,0,0,1850.73,True,False,False
48,-4.96,-4.9,0.06,Perfect,2.2,5.73,0.26,0,0,0,1856.45,True,False,False
49,-4.9,-3.07,1.83,Blunder,1.18,1.35,1.42,1,0,0,1862.07,True,False,False
1,0.42,2.05,1.63,Blunder,1.84,2.25,1.32,1,0,0,1621.15,False,False,True
2,2.05,2.06,0.01,Perfect,0.59,6.0,0.15,1,0,0,1613.67,False,False,True
3,2.06,4.72,2.65,Blunder,1.6,0.72,2.0,1,0,0,1618.14,False,False,True
4,4.72,4.66,-0.05,Perfect,0.7,6.0,0.36,0,0,0,1611.48,False,False,True
5,4.66,4.69,0.03,Perfect,1.47,6.0,0.27,1,0,0,1615.67,False,False,True
6,4.69,4.65,-0.04,Perfect,2.06,6.0,0.3,0,0,0,1620.85,False,False,True
7,4.65,4.61,-0.05,Perfect,1.45,4.88,0.04,0,1,0,1626.23,False,False,True
8,4.61,4.53,-0.08,Perfect,0.89,5.67,0.26,0,0,0,1630.01,False,False,True
9,4.53,4.12,-0.41,Good,0.91,5.37,0.22,1,0,0,1633.61,False,False,True
10,4.12,5.0,1.65,Blunder,2.68,3.12,1.53,0,1,0,1634.68,False,False,True
11,5.0,2.83,-2.17,Blunder,6.9,1.25,1.74,0,1,0,1622.26,False,True,False
12,2.83,2.91,0.08,Perfect,4.69,5.29,0.34,1,0,0,1610.06,False,True,False
13,2.91,2.55,-0.36,Good,5.82,6.0,0.29,0,0,0,1615.92,False,True,False
14,2.55,4.27,1.72,Blunder,7.0,3.61,1.39,1,0,0,1616.8,False,True,False
15,4.27,4.22,-0.05,Perfect,1.71,5.68,0.3,0,0,0,1608.4,False,True,False
16,4.22,2.09,-2.14,Blunder,4.45,1.8,1.9,0,0,0,1613.46,False,True,False
17,2.09,2.01,-0.08,Perfect,5.1,6.0,0.33,0,0,0,1605.45,False,True,False
18,2.01,2.06,0.06,Perfect,3.59,5.08,0.01,0,1,0,1611.65,False,True,False
19,2.06,2.03,-0.03,Perfect,4.91,5.57,0.01,1,0,0,1617.21,False,True,False
20,2.03,2.06,0.03,Perfect,5.05,6.0,0.26,0,0,0,1622.58,False,True,False
21,2.06,4.39,2.32,Blunder,7.0,0.26,1.84,0,0,0,1628.57,False,True,False
22,4.39,4.09,-0.3,Good,3.67,4.29,0.36,0,0,0,1619.82,False,True,False
23,4.09,4.0,-0.09,Perfect,5.36,6.0,0.04,0,0,0,1621.47,False,True,False
24,4.0,4.62,0.62,Inaccuracy,5.4,5.21,0.56,0,0,0,1627.26,False,True,False
25,4.62,4.62,-0.0,Perfect,2.7,5.91,0.22,0,0,0,1624.11,True,False,False
26,4.62,4.64,0.03,Perfect,1.82,5.92,0.27,0,0,0,1629.68,True,False,False
27,4.64,4.63,-0.01,Perfect,2.35,6.0,0.16,0,0,0,1635.28,True,False,False
28,4.63,2.41,-2.22,Blunder,3.76,2.15,1.76,0,0,0,1639.56,True,False,False
29,2.41,2.47,0.06,Perfect,2.38,5.8,0.32,0,0,0,1628.01,True,False,False
30,2.47,2.48,0.01,Perfect,0.99,5.79,0.33,0,0,0,1631.98,True,False,False
31,2.48,2.57,0.09,Perfect,1.72,5.1,0.38,0,0,0,1637.39,True,False,False
32,2.57,2.55,-0.02,Perfect,1.95,6.0,0.27,0,0,0,1642.52,True,False,False
33,2.55,1.18,-1.38,Blunder,0.95,2.67,1.1,0,1,0,1647.78,True,False,False
1,0.23,0.25,0.02,Perfect,1.26,5.97,0.22,0,0,0,1378.65,False,False,True
2,0.25,0.25,-0.0,Perfect,0.87,5.84,0.28,0,0,0,1380.91,False,False,True
3,0.25,-0.02,-0.27,Good,1.99,6.0,0.28,0,1,0,1383.02,False,False,True
4,-0.02,2.32,2.34,Blunder,2.29,1.88,1.75,1,1,0,1384.0,False,False,True
5,2.32,2.31,-0.01,Perfect,0.86,6.0,0.03,0,0,0,1379.93,False,False,True
6,2.31,4.87,2.56,Blunder,3.91,0.94,2.0,0,1,0,1384.89,False,False,True
7,4.87,4.92,0.06,Perfect,0.48,6.0,0.37,0,0,0,1372.21,False,False,True
8,4.92,4.97,0.05,Perfect,2.03,5.24,0.32,1,0,0,1376.42,False,False,True
9,4.97,5.0,0.16,Perfect,2.19,6.0,0.05,1,0,0,1382.28,False,False,True
10,5.0,5.0,1.82,Blunder,2.45,2.09,1.4,0,0,0,1385.65,False,False,True
11,5.0,5.0,0.12,Perfect,4.21,5.62,0.28,0,0,0,1375.61,False,True,False
12,5.0,5.0,0.19,Perfect,4.37,6.0,0.07,0,0,0,1380.41,False,True,False
13,5.0,4.96,-0.04,Perfect,2.78,4.73,0.37,0,0,0,1385.49,False,True,False
14,4.96,3.22,-1.73,Blunder,3.04,2.25,1.52,1,0,0,1389.39,False,True,False
15,3.22,5.0,2.17,Blunder,4.2,2.62,1.88,0,0,0,1381.78,False,True,False
16,5.0,5.0,0.11,Perfect,1.76,6.0,0.17,0,0,0,1375.15,False,True,False
17,5.0,5.0,1.52,Blunder,7.0,3.15,1.06,1,0,0,1379.08,False,True,False
18,5.0,5.0,1.66,Blunder,4.69,3.5,1.39,1,0,0,1368.58,False,True,False
19,5.0,5.0,0.16,Perfect,3.55,5.78,0.1,1,0,0,1358.28,False,True,False
20,5.0,5.0,0.54,Inaccuracy,5.56,4.66,0.32,0,0,0,1364.51,False,True,False
21,5.0,4.93,-0.07,Perfect,4.55,6.0,0.19,1,0,0,1361.06,False,True,False
22,4.93,4.98,0.05,Perfect,3.93,5.9,0.18,0,0,0,1366.77,False,True,False
23,4.98,5.0,0.08,Perfect,3.52,6.0,0.13,0,0,0,1371.32,False,True,False
24,5.0,4.93,-0.07,Perfect,3.78,4.62,0.23,0,0,0,1375.53,False,True,False
25,4.93,5.0,1.42,Blunder,5.34,3.22,1.29,1,0,0,1378.85,False,True,False
26,5.0,5.0,0.22,Good,5.27,5.38,0.25,0,0,0,1370.26,False,True,False
27,5.0,5.0,0.1,Perfect,5.34,5.81,0.36,1,0,0,1372.07,False,True,False
28,5.0,5.0,1.6,Blunder,4.13,2.18,1.33,0,0,0,1377.6,False,True,False
29,5.0,5.0,0.08,Perfect,4.91,5.71,0.01,1,0,0,1369.92,False,True,False
30,5.0,5.0,0.32,Good,4.08,4.85,0.19,0,0,0,1375.26,False,True,False
31,5.0,5.0,0.81,Inaccuracy,3.96,5.27,0.62,0,0,0,1376.45,False,True,False
32,5.0,5.0,1.45,Blunder,5.3,3.31,1.19,0,0,0,1373.09,False,True,False
33,5.0,5.0,0.02,Perfect,1.36,5.84,0.3,0,0,0,1360.91,False,True,False
34,5.0,4.98,-0.02,Perfect,5.41,6.0,0.21,0,0,0,1366.18,False,True,False
35,4.98,4.54,-0.44,Good,1.61,5.16,0.39,0,0,0,1370.26,False,True,False
36,4.54,2.02,-2.53,Blunder,3.31,0.0,2.0,0,0,0,1372.47,False,True,False
37,2.02,2.07,0.05,Perfect,1.6,6.0,0.11,0,0,0,1360.47,False,True,False
38,2.07,2.08,0.01,Perfect,2.43,6.0,0.1,0,0,0,1365.1,False,True,False
39,2.08,2.04,-0.05,Perfect,3.27,5.47,0.02,0,0,0,1370.97,True,False,False
40,2.04,2.29,0.25,Good,3.68,5.19,0.14,0,0,0,1376.75,True,False,False
41,2.29,2.29,-0.0,Perfect,2.37,6.0,0.23,0,0,0,1378.22,True,False,False
42,2.29,2.31,0.03,Perfect,2.42,6.0,0.05,0,0,0,1382.54,True,False,False
43,2.31,2.26,-0.05,Perfect,3.49,6.0,0.04,0,1,0,1388.79,True,False,False
44,2.26,2.35,0.09,Perfect,4.17,5.39,0.13,0,0,0,1392.24,True,False,False
45,2.35,2.59,0.24,Good,2.36,5.47,0.11,0,0,0,1396.01,True,False,False
46,2.59,2.48,-0.11,Perfect,0.7,5.51,0.01,0,0,0,1397.21,True,False,False
47,2.48,2.49,0.01,Perfect,0.61,6.0,0.11,0,0,0,1401.74,True,False,False
48,2.49,2.49,0.0,Perfect,1.69,5.08,0.2,0,0,0,1407.91,True,False,False
49,2.49,-0.04,-2.53,Blunder,0.75,0.24,2.0,0,0,0,1411.48,True,False,False
50,-0.04,-0.07,-0.03,Perfect,1.91,5.6,0.16,0,0,0,1397.1,True,False,False
51,-0.07,-0.08,-0.01,Perfect,1.28,6.0,0.03,0,0,0,1400.38,True,False,False
52,-0.08,0.25,0.33,Good,0.38,5.78,0.37,0,1,0,1405.52,True,False,False
1,-0.66,-0.67,-0.01,Perfect,2.08,6.0,0.03,0,0,0,506.05,False,False,True
2,-0.67,-0.91,-0.24,Good,0.48,6.0,0.1,0,0,0,508.3,False,False,True
3,-0.91,-0.69,0.23,Good,1.59,5.57,0.29,0,0,0,508.89,False,False,True
4,-0.69,-0.69,-0.0,Perfect,1.83,5.87,0.09,0,0,0,509.7,False,False,True
5,-0.69,-0.74,-0.05,Perfect,1.56,5.58,0.14,0,0,0,511.88,False,False,True
6,-0.74,-0.24,0.5,Good,1.1,5.86,0.27,0,0,0,514.01,False,False,True
7,-0.24,-0.25,-0.01,Perfect,1.93,5.39,0.14,0,0,0,515.11,False,False,True
8,-0.25,-0.17,0.08,Perfect,0.75,6.0,0.33,0,1,0,518.74,False,False,True
9,-0.17,0.35,0.52,Inaccuracy,2.32,5.2,0.32,0,0,0,522.07,False,False,True
10,0.35,0.74,0.39,Good,0.99,5.19,0.16,0,0,0,519.2,False,False,True
11,0.74,0.81,0.07,Perfect,1.56,6.0,0.2,0,0,0,519.71,False,True,False
12,0.81,3.39,2.59,Blunder,6.86,1.1,2.0,0,0,0,523.28,False,True,False
13,3.39,1.94,-1.46,Blunder,5.18,1.12,1.31,0,0,0,515.63,False,True,False
14,1.94,3.65,1.71,Blunder,5.46,2.7,1.35,0,1,0,504.22,False,True,False
15,3.65,3.69,0.04,Perfect,3.63,5.27,0.02,1,0,0,498.77,False,True,False
16,3.69,3.56,-0.13,Perfect,2.44,5.19,0.22,0,0,0,505.03,False,True,False
17,3.56,3.19,-0.37,Good,2.38,4.27,0.0,0,0,0,510.3,False,True,False
18,3.19,3.18,-0.01,Perfect,2.23,6.0,0.11,1,0,0,512.23,False,True,False
19,3.18,3.15,-0.03,Perfect,4.04,5.74,0.32,0,0,0,518.14,False,True,False
20,3.15,3.09,-0.06,Perfect,4.14,6.0,0.34,0,0,0,522.27,False,True,False
21,3.09,3.16,0.07,Perfect,4.27,6.0,0.2,0,0,0,528.55,False,True,False
22,3.16,3.13,-0.03,Perfect,2.62,5.94,0.11,0,0,0,534.84,True,False,False
23,3.13,2.92,-0.21,Good,4.42,6.0,0.39,1,0,0,538.14,True,False,False
24,2.92,3.0,0.08,Perfect,3.81,5.71,0.04,0,1,0,539.22,True,False,False
25,3.0,3.73,0.73,Inaccuracy,1.58,4.58,0.63,0,0,0,543.99,True,False,False
26,3.73,1.92,-1.81,Blunder,2.73,2.37,1.49,1,0,0,539.73,True,False,False
27,1.92,2.14,0.22,Good,1.67,5.9,0.01,0,0,0,530.88,True,False,False
28,2.14,2.2,0.06,Perfect,1.4,6.0,0.26,1,0,0,531.87,True,False,False
29,2.2,2.32,0.12,Perfect,2.82,5.88,0.31,1,0,0,535.86,True,False,False
1,-0.09,-0.12,-0.03,Perfect,0.97,5.88,0.02,0,0,0,1248.06,False,False,True
2,-0.12,0.15,0.27,Good,2.23,4.98,0.17,0,0,0,1250.33,False,False,True
3,0.15,0.11,-0.05,Perfect,1.96,6.0,0.29,0,0,0,1251.72,False,False,True
4,0.11,0.12,0.02,Perfect,0.8,5.33,0.05,0,0,0,1255.59,False,False,True
5,0.12,0.15,0.03,Perfect,0.88,5.26,0.24,0,0,1,1259.57,False,False,True
6,0.15,0.22,0.07,Perfect,1.76,5.37,0.01,0,0,0,1262.04,False,False,True
7,0.22,0.26,0.03,Perfect,0.79,5.61,0.24,0,0,0,1264.42,False,False,True
8,0.26,0.23,-0.02,Perfect,1.87,5.9,0.23,0,0,0,1268.22,False,False,True
9,0.23,0.22,-0.01,Perfect,1.55,6.0,0.08,1,0,1,1270.27,False,False,True
10,0.22,0.29,0.07,Perfect,0.73,6.0,0.37,0,0,0,1272.41,False,False,True
11,0.29,0.32,0.03,Perfect,4.64,6.0,0.08,0,0,0,1274.95,False,True,False
12,0.32,0.38,0.06,Perfect,2.25,5.72,0.3,0,0,0,1277.91,False,True,False
13,0.38,0.16,-0.22,Good,2.43,5.93,0.24,0,0,0,1280.97,False,True,False
14,0.16,0.41,0.25,Good,5.79,5.09,0.36,1,0,0,1281.61,False,True,False
15,0.41,0.79,0.38,Good,3.93,6.0,0.18,0,0,0,1282.24,False,True,False
16,0.79,0.83,0.04,Perfect,2.91,5.96,0.04,0,0,0,1283.19,False,True,False
17,0.83,0.85,0.02,Perfect,1.8,5.89,0.37,0,0,0,1285.63,False,True,False
18,0.85,1.23,0.38,Good,3.31,5.99,0.18,0,0,0,1288.22,False,True,False
19,1.23,0.99,-0.24,Good,5.68,6.0,0.14,0,0,0,1289.01,False,True,False
20,0.99,1.02,0.02,Perfect,2.19,5.23,0.21,0,0,0,1290.22,False,True,False
21,1.02,0.19,-0.83,Inaccuracy,6.74,5.12,0.66,0,0,0,1293.86,False,True,False
22,0.19,0.72,0.53,Inaccuracy,3.58,4.79,0.3,0,0,0,1291.22,False,True,False
23,0.72,0.14,-0.58,Inaccuracy,4.77,5.19,0.39,0,1,0,1288.54,False,True,False
24,0.14,0.2,0.06,Perfect,2.34,6.0,0.08,0,1,0,1286.88,False,True,False
25,0.2,0.08,-0.12,Perfect,1.54,5.22,0.25,0,0,0,1290.47,False,True,False
26,0.08,-0.67,-0.74,Inaccuracy,2.94,6.0,0.69,0,0,0,1292.86,False,True,False
27,-0.67,-0.6,0.06,Perfect,3.7,5.99,0.21,0,1,0,1290.22,False,True,False
28,-0.6,-0.58,0.03,Perfect,1.88,5.68,0.01,0,0,0,1293.17,False,True,False
29,-0.58,-0.56,0.01,Perfect,2.92,5.9,0.22,0,0,0,1296.7,True,False,False
30,-0.56,-0.54,0.03,Perfect,2.34,5.52,0.04,0,1,0,1302.58,True,False,False
31,-0.54,-0.33,0.2,Good,4.48,6.0,0.15,1,0,0,1306.06,True,False,False
32,-0.33,-0.54,-0.21,Good,2.6,6.0,0.28,0,0,0,1306.98,True,False,False
33,-0.54,-0.54,0.01,Perfect,1.82,6.0,0.02,0,0,0,1308.29,True,False,False
34,-0.54,-0.57,-0.04,Perfect,1.17,5.59,0.11,1,0,0,1313.41,True,False,False
35,-0.57,-0.74,-0.17,Perfect,0.94,5.09,0.11,0,0,0,1318.38,True,False,False
36,-0.74,-0.89,-0.15,Perfect,0.73,6.0,0.26,0,0,0,1323.19,True,False,False
37,-0.89,-0.9,-0.0,Perfect,2.6,6.0,0.06,0,0,0,1329.45,True,False,False
38,-0.9,-0.27,0.63,Inaccuracy,2.09,4.32,0.51,0,0,0,1334.25,True,False,False
1,-0.17,-0.15,0.02,Perfect,1.69,5.57,0.0,0,0,0,2137.83,False,False,True
2,-0.15,-2.22,-2.07,Blunder,1.97,1.71,1.5,0,0,0,2140.93,False,False,True
3,-2.22,-2.41,-0.2,Perfect,0.81,6.0,0.29,0,0,0,2135.96,False,False,True
4,-2.41,-3.95,-1.53,Blunder,1.53,2.15,1.35,1,0,0,2142.14,False,False,True
5,-3.95,-3.86,0.08,Perfect,1.64,6.0,0.38,0,0,0,2129.89,False,False,True
6,-3.86,-3.69,0.17,Perfect,0.58,5.69,0.3,0,0,0,2133.15,False,False,True
7,-3.69,-3.66,0.03,Perfect,2.02,6.0,0.25,0,1,0,2138.45,False,False,True
8,-3.66,-3.64,0.02,Perfect,1.28,5.69,0.29,0,1,0,2142.54,False,False,True
9,-3.64,-3.63,0.0,Perfect,1.01,5.75,0.14,0,0,0,2148.72,False,False,True
10,-3.63,-3.69,-0.06,Perfect,0.6,5.59,0.25,0,0,0,2152.73,False,False,True
11,-3.69,-3.66,0.03,Perfect,4.18,4.83,0.02,0,0,0,2155.94,False,True,False
12,-3.66,-3.58,0.07,Perfect,5.48,5.08,0.37,0,0,0,2160.96,False,True,False
13,-3.58,-1.0,2.58,Blunder,7.0,0.95,2.0,0,0,0,2164.3,False,True,False
14,-1.0,-1.16,-0.16,Perfect,2.54,5.81,0.06,0,1,0,2151.72,False,True,False
15,-1.16,-1.19,-0.03,Perfect,2.16,6.0,0.32,0,0,0,2154.29,True,False,False
16,-1.19,-3.46,-2.26,Blunder,7.0,1.24,1.9,0,0,0,2157.23,True,False,False
17,-3.46,-0.68,2.78,Blunder,2.39,0.01,2.0,0,0,0,2141.79,True,False,False
18,-0.68,-0.73,-0.05,Perfect,1.22,6.0,0.17,0,0,0,2133.32,True,False,False
19,-0.73,-0.75,-0.02,Perfect,1.26,6.0,0.21,0,0,0,2138.28,True,False,False
20,-0.75,-0.75,0.0,Perfect,1.13,6.0,0.28,0,0,0,2142.0,True,False,False
1,-0.78,-0.75,0.04,Perfect,0.96,5.12,0.06,0,0,0,662.08,False,False,True
2,-0.75,-0.76,-0.01,Perfect,2.11,6.0,0.07,0,0,0,665.79,False,False,True
3,-0.76,-0.88,-0.13,Perfect,1.66,6.0,0.27,0,0,0,668.08,False,False,True
